Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga,clean_review
"Tempat ini bagus! Suasananya dingin dan sejuk stafnya juga sangat ramah. dan mereka memprioritaskan kesenangan pelanggan. Makanannya sangat enak, dan harganya 100% sepadan.",1,1,1,1,1,1,1,1,tempat ini bagus suasananya dingin dan sejuk stafnya juga sangat ramah dan mereka memprioritaskan kesenangan pelanggan makanannya sangat enak dan harganya 1 sepadan
"Tempatnya nyaman,pelayanannya ramah, dan makananannya terjangkau. Sangat nyaman membawa keluarga untuk makan bersama.",0,0,1,1,1,1,1,1,tempatnya nyaman pelayanannya ramah dan makananannya terjangkau sangat nyaman membawa keluarga untuk makan bersama
"Mampir makan bareng keluarga,, sangat memuaskan rasa dan pelayanan nya",1,1,1,1,0,0,0,0,mampir makan bareng keluarga sangat memuaskan rasa dan pelayanan nya
"Suasana di sini benar-benar buruk, makanan hambar dan mengecewakan, namun harga makanannya lumayan murah",-1,1,0,0,-1,1,1,1,suasana di sini benar buruk makanan hambar dan mengecewakan namun harga makanannya lumayan murah
"Ramai, gedung nya kecil tapi memiliki 2 lantai jadi untuk kapasitas dapat memenuhi kebutuhan pelanggan. Ada Mc Cafe di lantai 1. Bagi yang mau ke toilet ada di lantai 1, juga ada smoking area di lantai tersebut. Overall bagus tapi karena gedung kecil jadi antar meja agak sempit",0,0,0,0,0,1,0,0,ramai gedung kecil tapi memiliki lantai jadi untuk kapasitas dapat memenuhi kebutuhan pelanggan ada mc cafe di lantai 1 bagi yang mau ke toilet ada di lantai 1 juga ada smoking area di lantai tersebut secara keseluruhan bagus tapi karena gedung kecil jadi antar meja agak sempit
"beda jauh rasa ayam dan tekstur luar ayam nya beda jauh dengan waktu 5 tahun yang lalu,seharusnya rasanya harus dipertahankan,nyesel,semoga kedepannya bisa lebih baik lagi. Harganya tetap terjangkau, tapi tempatnya tidak nyaman",-1,1,0,0,-1,1,1,1,beda jauh rasa ayam dan tekstur luar ayam beda jauh dengan waktu 5 tahun yang lalu seharusnya rasanya harus dipertahankan menyesal semoga kedepannya bisa lebih baik lagi harganya tetap terjangkau tapi tempatnya tidak nyaman
"Makanannya enak, pelayanannya juga ramah"". The best pokonya",1,1,1,1,0,0,0,0,makanannya enak pelayanannya juga ramah the terbaik pokoknya
"Meskipun pelayanannya cukup ramah, rasa makanannya sangat buruk dan harganya tidak masuk akal.",-1,1,1,1,0,0,-1,1,meskipun pelayanannya cukup ramah rasa makanannya sangat buruk dan harganya tidak masuk akal
Restoran ini memasang harga yang terlalu tinggi untuk makanan yang sangat mengecewakan.,-1,1,0,0,0,0,-1,1,restoran ini memasang harga yang terlalu tinggi untuk makanan yang sangat mengecewakan
"Tempat habiskan waktu kl sedang ada janjian sama org kepagian ?? enak tempatnya nya Krn 24jam, jd selalu terbuka tempatnya ini ??",0,0,0,0,0,1,0,0,tempat habiskan waktu kalau sedang ada janjian sama orang kepagian enak tempatnya karena 4jam jadi selalu terbuka tempatnya ini
"Gak recommended makan disini, Pelayanan nya buruk, harganya mahal banget lagi dan yang paling parah tempatnya berantakan banget!!",0,0,-1,1,-1,1,-1,1,tidak rekomendasi makan disini pelayanan buruk harganya mahal banget lagi dan yang paling parah tempatnya berantakan banget
menyajikan berbagai macam makanan yang sangat enak sekali. Pelayanannya gak terlalu cepat. Tempatnya cukup oke.,1,1,0,1,0,1,0,0,menyajikan berbagai macam makanan yang sangat enak sekali pelayanannya tidak terlalu cepat tempatnya cukup oke
Kalo sudah pakai sticker drive thru jgn lupa belanja min 70k biar dpt gift,0,0,0,0,0,0,1,1,kalau sudah pakai sticker drive thru jangan lupa belanja minimal 7k biar dapat gift
pelayanan cukup baik dan ramah walau tidak terlaly cekatan. tempatnya cukup luas dan cocok banget buat bawa keluarga,0,0,0,1,0,1,0,0,pelayanan cukup baik dan ramah walau tidak terlaly cekatan tempatnya cukup luas dan cocok banget buat bawa keluarga
tempatnya lumayan strategis dan cozy cocok untuk acara keluarga. Menu Ayam spicy nya lumayan enak.,0,1,0,0,0,1,0,0,tempatnya lumayan strategis dan cozy cocok untuk acara keluarga menu ayam spicy lumayan enak
"Pelayanannya baik, orang-orangnya ramah semua makanannya juga enak-enak, pokoknya mantap ngga nyesal kalau makan di sini",1,1,1,1,0,0,0,0,pelayanannya baik orang orangnya ramah semua makanannya juga enak pokoknya mantap tidak menyesal kalau makan di sini
"saya pernah diajak teman makan di tempatnya ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempatnya ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",1,1,0,1,1,1,0,0,saya pernah diajak teman makan di tempatnya ini menurut saya sih untuk pelayanan menu makan mcd ya sama sih ya tetapi yang bikin saya suka di tempatnya ini ya view bagus apalagi kalau makan di sini dijam senja cita rasa dari menu makanannya french fries double choco pie dan lain bagus lah
"Makanan enak dan harga murah, tapi pelayanannya lambat dan tempatnya berisik",1,1,-1,1,-1,1,1,1,makanan enak dan harga murah tapi pelayanannya lambat dan tempatnya berisik
"Makanan menu ayam yang disukai oleh anak-anak dan orang dewasa, variasi menu juga ada selain ayam. Service cukup secara ini adalah resto fast food, tidak banyak dilayani, konsep suasana sedikit sempit karena mungkin lahan yang kurang, tapi overall love it, sebagai tempatnya makan bersama keluarga",1,1,0,1,-1,1,0,0,makanan menu ayam yang disukai oleh anak dan orang dewasa variasi menu juga ada selain ayam pelayanan cukup secara ini adalah resto fast food tidak banyak dilayani konsep suasana sedikit sempit karena mungkin lahan yang kurang tapi secara keseluruhan love it sebagai tempatnya makan bersama keluarga
"Tempat yg bersih dan nyaman. Pelayan sangat ramah. Menu sangat memuaskan, harga yang sesuai dengan kualitas makanan dan minuman.",1,1,0,0,1,1,1,1,tempat yang bersih dan nyaman pelayan sangat ramah menu sangat memuaskan harga yang sesuai dengan kualitas makanan dan minuman
"restoran favorit
Menu nya banyak varian, terdapat tempatnya bermain untuk anak juga,.",0,0,0,0,0,0,0,0,restoran favorit menu banyak varian terdapat tempatnya bermain untuk anak juga
Makanan di restoran ini tidak sepadan dengan harga yang sangat mahal.,0,1,0,0,0,0,-1,1,makanan di restoran ini tidak sepadan dengan harga yang sangat mahal
"Pemesanan menggunakan digital memudahkan konsumen untuk bertransaksi, makanan yg enak dan suka ada diskon. rekomended sekali",1,1,0,0,0,0,1,1,pemesanan menggunakan digital memudahkan konsumen untuk bertransaksi makanan yang enak dan suka ada diskon rekomendasi sekali
"Makanan kurang bumbu, tempatnya sumpek, dan pelayanannya lelet. Tapi harga sesuai kantong.",-1,1,-1,1,-1,1,1,1,makanan kurang bumbu tempatnya sumpek dan pelayanannya lelet tapi harga sesuai kantong
Mahal banget untuk kualitas segitu. Minuman gak enak kayak sirup encer.,-1,1,0,0,0,0,-1,1,mahal banget untuk kualitas segitu minuman tidak enak kayak sirup encer
"Bumbu dari ayam nya ga pernah berubah , selalu mantab dan pelayanan nya juga bagus .. cepat sat set .. tempatnya nya lumayan bersih, toilet ga ada tissue but so far so good ..",1,1,1,1,0,1,1,1,bumbu dari ayam tidak pernah berubah selalu mantap dan pelayanan juga bagus cepat sat set tempatnya lumayan bersih toilet tidak ada tissue but so far so bagus
Harga makanan yang mahal tidak sebanding dengan rasa dan kualitasnya.,0,1,0,0,0,0,-1,1,harga makanan yang mahal tidak sebanding dengan rasa dan kualitasnya
"Tempatnya nyaman, makanannya enak. Paslah buat kalian yang nyari tempatnya makan nyaman dan enak",1,1,0,0,1,1,0,0,tempatnya nyaman makanannya enak paslah buat kalian yang mencari tempatnya makan nyaman dan enak
Makanannya enak banget aku paling suka nongki yg didekat tmpt aku tinggal tmptnya juga bagus higienis lagi pokoknya suka deh,1,1,0,0,1,1,0,0,makanannya enak banget aku paling suka nongki yang didekat tmpt aku tinggal tmptnya juga bagus higienis lagi pokoknya suka deh
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",1,1,1,1,1,1,1,1,tempat ini sungguh cocok banget buat pertemuan reuni selain makanya yang enak harga terjangkau pelayanan sangat bagus dan juga dalam lingkungan suasana yang begitu indah dan sejuk cocok lah pokoknya
"Area Parkir terbatas untuk roda 4...
Area makan terbatas, tersedia smoking area...
Pelayanan Cepat...",0,0,1,1,0,1,0,0,area parkir terbatas untuk roda 4 area makan terbatas tersedia smoking area pelayanan cepat
Siapa sih yg gapernah ke mcdonald. yg ngeselin disini tuh cuma tukang parkirnya aja. ga pernah mau bantu keluarin motor tp minta duit. ga dikasih marah,0,0,0,0,0,0,0,0,siapa sih yang tidak pernah ke mcdonald yang ngeselin disini tuh cuma tukang parkirnya saja tidak pernah mau bantu keluar in motor tapi minta uang tidak dikasih marah
Harga makanan di sini terlalu mahal untuk apa yang disajikan.,0,1,0,0,0,0,-1,1,harga makanan di sini terlalu mahal untuk apa yang disajikan
Harga di restoran ini benar-benar tidak masuk akal untuk kualitas yang mereka tawarkan.,-1,1,0,0,0,0,-1,1,harga di restoran ini benar tidak masuk akal untuk kualitas yang mereka tawarkan
"Tempat makan yang nggak nyaman, tapi rasa makanan oke dan harganya juga murah.",1,1,0,0,-1,1,1,1,tempat makan yang tidak nyaman tapi rasa makanan oke dan harganya juga murah
"Pelayanannya lambat, nunggu makanan hampir satu jam. Rasa makanan biasa aja.",-1,1,-1,1,0,0,0,0,pelayanannya lambat tunggu makanan hampir satu jam rasa makanan biasa saja
"Ini adalah restoran favorit anak saya. Dan Makanan favoritnya adalah burger. Di sini pelayanannya bagus dan juga cepat, bahagia, dan sopan.",0,0,1,1,0,0,0,0,ini adalah restoran favorit anak saya dan makanan favoritnya adalah burger di sini pelayanannya bagus dan juga cepat bahagia dan sopan
Harga makanan di sini sungguh berlebihan untuk rasa yang sangat biasa.,-1,1,0,0,0,0,-1,1,harga makanan di sini sungguh berlebihan untuk rasa yang sangat biasa
"Tempatnya sangat nyaman, pelayanannya gak terlalu cekatantapi masih oke",0,0,0,1,1,1,0,0,tempatnya sangat nyaman pelayanannya tidak terlalu cekatantapi masih oke
memang terkenal sebagai tempatnya makan yang nyaman dan merindukan karena menu&rasanya tidak membosankan. Dan harga pun relatif terjangkau.,1,1,0,0,1,1,0,1,memang terkenal sebagai tempatnya makan yang nyaman dan merindukan karena menu rasanya tidak membosankan dan harga pun relatif terjangkau
Lagi banyak promo sih jadinya lumayan ramai juga. Ada wifi juga dan lumayan ngebut. Tempatnya lumayan buat nongkrong,0,0,0,0,0,1,0,1,lagi banyak promo sih jadinya lumayan ramai juga ada wifi juga dan lumayan ngebut tempatnya lumayan buat nongkrong
"Tempatnya lumayan sering penuh kalo kesini, tapi pelayanan terhadap pelanggan cepat dan memuaskan. Rasa makanannya sama seperti dulu gak berubah",0,1,1,1,0,1,0,0,tempatnya lumayan sering penuh kalau kesini tapi pelayanan terhadap pelanggan cepat dan memuaskan rasa makanannya sama seperti dahulu tidak berubah
"Pelayanannya sangat lambat, mengecewakan. Ruang makan cukup luas, bisa untuk acara",0,0,-1,1,0,1,0,0,pelayanannya sangat lambat mengecewakan ruang makan cukup luas bisa untuk acara
Disini enak bgt karna deket rumah dan orngnya disini ramah2. Makanan mcd uda pasti enak juga,1,1,1,1,0,0,0,0,disini enak banget karena dekat rumah dan orngnya disini ramah makanan mcd sudah pasti enak juga
"Tempat cukup sempit dan kursinya lumayan sedikit, makanan kurang berasa bumbunya, pelayanan lumayan cekatan tapi karena ramai jadinya lama",0,1,0,1,0,1,0,0,tempat cukup sempit dan kursinya lumayan sedikit makanan kurang berasa bumbunya pelayanan lumayan cekatan tapi karena ramai jadinya lama
"Pelayanan buruk banget, nunggu lama tanpa kepastian. Tempatnya sumpek, gak asik.",0,0,-1,1,-1,1,0,0,pelayanan buruk banget tunggu lama tanpa kepastian tempatnya sumpek tidak asyik
24jam tp klo udah jam11-12 malam pasti diusir secara halus dgn dalih mo di bersihin dan dilarang berada di area tsb,0,0,0,0,0,0,0,0,4jam tapi kalau sudah jam11 1 malam pasti diusir secara halus dengan dalih mau di bersihin dan dilarang berasa di area tersebut
Tempatnya cozy enak bgt buat kumpul2 dan seperti biasa makanan di mcd ga ada yg pernah gagal luvvv bgtt,1,1,0,0,1,1,0,0,tempatnya cozy enak banget buat kumpul dan seperti biasa makanan di mcd tidak ada yang pernah gagal love banget
"Tempat yang nyaman untuk menghabiskan waktu bersama teman, makanannya pun enak dan bervariasi,
Saat membawa anak kecil juga menjadi tempatnya yg menyenangkan",1,1,0,0,1,1,0,0,tempat yang nyaman untuk menghabiskan waktu bersama teman makanannya pun enak dan bervariasi saat membawa anak kecil juga menjadi tempatnya yang menyenangkan
"Tempat ini bagus! Suasananya dingin dan sejuk tetapi stafnya juga sangat ramah, membuat pelanggan senang adalah prioritas utama mereka. Makanannya enak dan untuk harganya 100% sepadan.",1,1,1,1,1,1,1,1,tempat ini bagus suasananya dingin dan sejuk tetapi stafnya juga sangat ramah membuat pelanggan senang adalah prioritas utama mereka makanannya enak dan untuk harganya 1 sepadan
"Makanannya enak sekali, pelayanannya juga sangat baik dan ramah, tapi harganya terlalu mahal tidak pas di kantong pelajar",1,1,1,1,0,0,-1,1,makanannya enak sekali pelayanannya juga sangat baik dan ramah tapi harganya terlalu mahal tidak pas di kantong pelajar
"Suasananya cozy, tapi untuk makanannya kurang segar, harganya juga terlalu tinggi.",1,1,0,0,1,1,1,1,suasananya cozy tapi untuk makanannya kurang segar harganya juga terlalu tinggi
"Rasa makanan ga enak padahal harga mahal, mana tempatnya kotor lagi.",-1,1,0,0,-1,1,-1,1,rasa makanan tidak enak padahal harga mahal mana tempatnya kotor lagi
Tempatnya panas pol simulasi neraka. Mana makanannya juga lama banget jadinya. Nyesal juga bayar mahal-mahal,0,0,0,0,-1,1,-1,1,tempatnya panas pol simulasi neraka mana makanannya juga lama banget jadinya menyesal juga bayar mahal
"Untuk makanan tidak perlu di tanyakan lagi semua makanannya enak.
Untuk pelayanan ramah murah senyum tapi kurang cekatan dan sangat lama mengantar makanan.
Untuk suasana masih sedikit harus diperhatikan ya, karena ini restoran yang siap saji dan harus dijaga terus kebersihanya.
Overall semua good.",1,1,0,1,0,1,0,0,untuk makanan tidak perlu di tanyakan lagi semua makanannya enak untuk pelayanan ramah murah senyum tapi kurang cekatan dan sangat lama mengantar makanan untuk suasana masih sedikit harus diperhatikan ya karena ini restoran yang siap saji dan harus dijaga terus kebersihanya secara keseluruhan semua bagus
"Luas, 3 lantai. Tersedia pastry, kopi di lantai 2. Pelayanan cepat meskipun ramai. Self order.",0,0,1,1,0,1,0,0,luas 3 lantai tersedia pastry kopi di lantai pelayanan cepat meskipun ramai self pesan
Harga yang dipatok sangat tidak masuk akal untuk rasa makanan yang hambar.,-1,1,0,0,0,0,-1,1,harga yang dipatok sangat tidak masuk akal untuk rasa makanan yang hambar
"rasa ayamnya enak dan memuaskan. yang kurang cuma pelayannya, tidak ramah dan sangat jutek dan tempatnya juga kecil dan sempit",1,1,-1,1,-1,1,0,0,rasa ayamnya enak dan memuaskan yang kurang cuma pelayanannya tidak ramah dan sangat jutek dan tempatnya juga kecil dan sempit
Harga makanan tidak masuk akal untuk porsi dan rasa yang diberikan.,0,1,0,0,0,0,-1,1,harga makanan tidak masuk akal untuk porsi dan rasa yang diberikan
Saya kecewa dengan harga tinggi untuk makanan yang tidak memuaskan.,-1,1,0,0,0,0,-1,1,saya kecewa dengan harga tinggi untuk makanan yang tidak memuaskan
"Rasa makanannya sangat enak dan harganya terjangkau, tapi pelayanannya buruk.",1,1,-1,1,0,0,1,1,rasa makanannya sangat enak dan harganya terjangkau tapi pelayanannya buruk
"Sangat menyenangkan dan memuaskan apa lagi makanan nya smeua enak dan suasananya sangat wow dan pelayanannya juga ramah dan sopan santun
Terimakasih",1,1,1,1,0,0,0,0,sangat menyenangkan dan memuaskan apa lagi makanan smeua enak dan suasananya sangat wow dan pelayanannya juga ramah dan sopan santun terima kasih
"Makanan nya enakk
suasana nya nyaman
pokoknya luv banget lahh",1,1,0,0,1,1,0,0,makanan enakk suasana nyaman pokoknya luv banget lah
"Es krimnya kebetulan lagi dapet yang cair ga padet, Kentang gorengnya ga garing dan kurang seasoning",-1,1,0,0,0,0,0,0,es krimnya kebetulan lagi dapat yang cair tidak padet kentang gorengnya tidak garing dan kurang seasoning
"Makanan nya oke, seperti mcd pada umum nya. Tapi icecream nya cepet bngt cair , gk kaya di mcd salemba yg ice cream nya tahan lama",0,1,0,0,0,0,0,0,makanan oke seperti mcd pada umum tapi icecream cepat banget cair tidak kayak di mcd salemba yang ice cream tahan lama
"Ruangan di bawah nya ac nya mati , udh makan kepedesan di tambah kepanasan lengkap sudah, saran saya mau siang atau pun malam harus nya nyala terus AC supaya pelanggan nyaman saat makan ..",0,0,0,0,-1,1,0,0,ruangan di bawah ac mati sudah makan kepedesan di tambah kepanasan lengkap sudah saran saya mau siang atau pun malam harus nyala terus ac supaya pelanggan nyaman saat makan
"Restorannya bersih, hanya pelayanan nya kurang karena ayam yang diberikan dalam kondisi tidak panas.",0,0,-1,1,1,1,0,0,restorannya bersih hanya pelayanan kurang karena ayam yang diberikan dalam kondisi tidak panas
Rasa makanannya mengecewakan dan harganya benar-benar tidak wajar.,-1,1,0,0,0,0,-1,1,rasa makanannya mengecewakan dan harganya benar tidak wajar
Rasa makanannya kayak masakan rumah yang gagal. Harga terlalu mahal.,-1,1,0,0,0,0,-1,1,rasa makanannya kayak masak an rumah yang gagal harga terlalu mahal
"Enak disini buat nongkrong sekedar kongkow meet up, ataupun buat nugas.
Mau meja cepee, meja biasa, ada~",0,0,0,0,0,1,0,0,enak disini buat nongkrong sekadar kongkow meet up ataupun buat nugas mau meja cepee meja biasa ada
